"Cena";"Waluta";"Cena.w.PLN";"KM";"kW";"Marka";"Model";"Wersja";"Liczba.drzwi";"Pojemnosc.skokowa";"Przebieg.w.km";"Rodzaj.paliwa";"Rok.produkcji";"Kolor";"Kraj.aktualnej.rejestracji";"Kraj.pochodzenia";"Skrzynia.biegow"
28900;"PLN";28900;120;88;"Renault";"Megane";"II";"2/3";1900;146000;"olej napedowy (diesel)";2004;"bordowy-metallic";"Polska";"";"manualna"
2800;"PLN";2800;75;55;"Ford";"Fiesta";"Mk4";"2/3";1242;81000;"benzyna";1996;"czerwony";"";"Niemcy";"manualna"
54900;"PLN";54900;125;92;"Ford";"S-Max";"";"4/5";1753;109000;"olej napedowy (diesel)";2009;"grafitowy-metallic";"Polska";"Belgia";"manualna"
26600;"PLN";26600;NA;NA;"Ford";"Focus";"Mk2";"4/5";1800;51153;"olej napedowy (diesel)";2007;"grafitowy-metallic";"";"";"manualna"
199000;"CZK";34048,9;101;74;"Ford";"Mondeo";"";"4/5";1753;99000;"olej napedowy (diesel)";2007;"szary-metallic";"";"";"manualna"
23500;"PLN";23500;100;74;"Opel";"Zafira";"A";"4/5";2000;121000;"olej napedowy (diesel)";2003;"srebrny-metallic";"Niemcy";"Niemcy";"manualna"
304167;"CZK";52042,9737;110;81;"Opel";"Astra";"";"4/5";1686;12000;"olej napedowy (diesel)";2011;"bialy";"";"Czechy";"manualna"
13700;"PLN";13700;110;81;"Renault";"Scenic";"I";"4/5";1600;19000;"benzyna";2003;"srebrny-metallic";"";"";"manualna"
4100;"PLN";4100;NA;NA;"Opel";"Corsa";"B";"2/3";1196;129300;"benzyna";1997;"granatowy";"Polska";"Niemcy";"manualna"
29500;"PLN";29500;130;96;"Renault";"Scenic";"II";"4/5";1900;98000;"olej napedowy (diesel)";2007;"zloty-metallic";"";"";"manualna"
13500;"PLN";13500;NA;NA;"Renault";"Clio";"II";"4/5";1500;178000;"olej napedowy (diesel)";2004;"srebrny-metallic";"";"";"manualna"
15600;"PLN";15600;120;88;"Renault";"Laguna";"II";"4/5";1870;177000;"olej napedowy (diesel)";2004;"szary";"Polska";"";"manualna"
16900;"PLN";16900;90;66;"Opel";"Combo";"";"4/5";1364;119600;"benzyna";2006;"niebieski";"";"";"manualna"
26900;"PLN";26900;115;85;"Ford";"C-MAX";"";"4/5";1753;144000;"olej napedowy (diesel)";2006;"srebrny-metallic";"";"Niemcy";"manualna"
13800;"PLN";13800;102;75;"Opel";"Zafira";"A";"4/5";1600;199000;"";2000;"srebrny-metallic";"Polska";"Polska";""
14900;"PLN";14900;100;74;"Ford";"Focus";"Mk1";"2/3";1596;NA;"benzyna";2003;"";"";"";"manualna"
24900;"PLN";24900;70;51;"Ford";"Fiesta";"";"4/5";1399;13000;"olej napedowy (diesel)";2010;"granatowy";"";"Francja";"manualna"
469000;"CZK";80245,9;140;103;"Ford";"Mondeo";"";"4/5";1998;50000;"olej napedowy (diesel)";2009;"szary-metallic";"";"Czechy";"automatyczna"
41500;"PLN";41500;150;110;"Renault";"Espace";"IV";"4/5";1995;97000;"olej napedowy (diesel)";2007;"grafitowy-metallic";"";"";"manualna"
13400;"PLN";13400;101;74;"Opel";"Astra";"II";"4/5";2000;186000;"olej napedowy (diesel)";2000;"czarny-metallic";"";"Niemcy";"manualna"
22900;"PLN";22900;101;74;"Renault";"Trafic";"";"4/5";1900;216077;"olej napedowy (diesel)";2002;"srebrny-metallic";"";"Belgia";"manualna"
99000;"CZK";16938,9;101;74;"Ford";"Maverick";"";"4/5";2664;163937;"olej napedowy (diesel)";1997;"niebieski-metallic";"";"Czechy";"manualna"
15500;"PLN";15500;122;90;"Renault";"Laguna";"II";"4/5";1783;119000;"benzyna";2004;"zielony-metallic";"Polska";"Polska";"manualna"
14500;"PLN";14500;115;85;"Ford";"Galaxy";"Mk2";"4/5";1998;197458;"benzyna";2002;"srebrny-metallic";"";"";"manualna"
3700;"PLN";3700;NA;NA;"Renault";"Twingo";"";"2/3";1200;NA;"benzyna";1998;"czarny-metallic";"";"Niemcy";"manualna"
27800;"PLN";27800;90;66;"Opel";"Astra";"III";"4/5";1248;129000;"olej napedowy (diesel)";2005;"grafitowy-metallic";"";"Niemcy";"manualna"
4599;"PLN";4599;101;74;"Opel";"Astra";"I";"4/5";1598;245000;"benzyna+LPG";1995;"";"Polska";"Niemcy";"manualna"
73000;"PLN";73000;140;103;"Ford";"Mondeo";"Mk4";"4/5";1997;16467;"olej napedowy (diesel)";2011;"czarny-metallic";"";"";"manualna"
8500;"PLN";8500;98;72;"Renault";"Laguna";"I";"4/5";1870;216000;"olej napedowy (diesel)";1999;"niebieski-metallic";"Polska";"Szwajcaria";"manualna"
38900;"PLN";38900;125;92;"Ford";"Mondeo";"Mk4";"4/5";1800;125000;"olej napedowy (diesel)";2008;"czarny-metallic";"";"Niemcy";"manualna"
25900;"PLN";25900;NA;NA;"Renault";"Scenic";"II";"4/5";NA;85000;"olej napedowy (diesel)";2008;"granatowy";"";"Francja";"manualna"
8000;"PLN";8000;68;50;"Opel";"Astra";"II";"4/5";1700;205000;"olej napedowy (diesel)";1998;"granatowy-metallic";"Polska";"";"manualna"
5800;"PLN";5800;90;66;"Ford";"Mondeo";"Mk2";"4/5";1597;149000;"benzyna";1995;"granatowy";"";"Niemcy";"manualna"
22000;"PLN";22000;90;66;"Opel";"Meriva";"";"4/5";1364;30000;"benzyna";2006;"granatowy-metallic";"Niemcy";"";"manualna"
11600;"PLN";11600;110;81;"Ford";"Mondeo";"Mk3";"4/5";1798;175000;"benzyna";2001;"";"";"Niemcy";"manualna"
36900;"PLN";36900;143;105;"Ford";"Mondeo";"Mk4";"4/5";2000;199000;"olej napedowy (diesel)";2008;"szary-metallic";"Polska";"Polska";"automatyczna"
37900;"PLN";37900;150;110;"Opel";"Signum";"";"4/5";1900;NA;"olej napedowy (diesel)";2008;"szary-metallic";"";"";"automatyczna"
32900;"PLN";32900;150;110;"Opel";"Vectra";"C";"4/5";1910;163500;"olej napedowy (diesel)";2007;"srebrny-metallic";"Polska";"Polska";"manualna"
6500;"PLN";6500;68;50;"Opel";"Astra";"II";"2/3";1700;NA;"olej napedowy (diesel)";1999;"czarny-metallic";"Belgia";"Belgia";"manualna"
35000;"CZK";5988,5;90;66;"Opel";"Tigra";"";"2/3";1389;159495;"benzyna";1995;"niebieski-metallic";"";"";"manualna"
13500;"PLN";13500;75;55;"Opel";"Combo";"";"4/5";1686;178000;"olej napedowy (diesel)";2004;"bialy";"";"";"manualna"
21800;"PLN";21800;120;88;"Opel";"Astra";"III";"4/5";1910;NA;"olej napedowy (diesel)";2005;"srebrny-metallic";"Polska";"Niemcy";"manualna"
43000;"CZK";7357,3;98;72;"Renault";"Megane";"";"2/3";1870;165000;"olej napedowy (diesel)";1999;"szary-metallic";"";"";"manualna"
3700;"PLN";3700;136;100;"Opel";"Omega";"B";"4/5";1998;163000;"benzyna";1997;"bialy";"Polska";"";"manualna"
3300;"PLN";3300;82;60;"Opel";"Vectra";"B";"4/5";1994;278000;"olej napedowy (diesel)";1997;"zielony-metallic";"Polska";"Austria";"manualna"
17950;"PLN";17950;84;62;"Renault";"Kangoo";"II";"4/5";1461;130000;"olej napedowy (diesel)";2005;"srebrny-metallic";"";"Niemcy";"manualna"
6500;"PLN";6500;136;100;"Opel";"Omega";"B";"4/5";NA;198000;"benzyna+LPG";1995;"";"Polska";"";"manualna"
33900;"PLN";33900;175;129;"Renault";"Vel Satis";"";"4/5";2000;116000;"olej napedowy (diesel)";2006;"granatowy-metallic";"Polska";"Francja";"manualna"
69000;"CZK";11805,9;82;60;"Renault";"Kangoo";"";"4/5";1461;205000;"olej napedowy (diesel)";2002;"zielony-metallic";"";"Niemcy";"manualna"
12900;"PLN";12900;NA;NA;"Ford";"Focus";"Mk1";"4/5";1800;NA;"olej napedowy (diesel)";2001;"srebrny-metallic";"Polska";"";""
15900;"PLN";15900;115;85;"Ford";"Galaxy";"Mk2";"4/5";1896;190569;"olej napedowy (diesel)";2001;"niebieski-metallic";"";"";"manualna"
11300;"PLN";11300;100;74;"Opel";"Vectra";"B";"4/5";1598;170000;"benzyna";1999;"srebrny-metallic";"";"Holandia";"manualna"
27900;"PLN";27900;90;66;"Opel";"Corsa";"D";"2/3";1248;70000;"olej napedowy (diesel)";2007;"czerwony";"Polska";"";"manualna"
69000;"CZK";11805,9;98;72;"Renault";"Clio";"";"4/5";1390;162000;"benzyna";2002;"szary-metallic";"";"Niemcy";"manualna"
47800;"PLN";47800;90;66;"Renault";"Megane";"III";"4/5";1461;12400;"olej napedowy (diesel)";2010;"srebrny-metallic";"";"Francja";"manualna"
8900;"PLN";8900;110;81;"Renault";"Megane";"I";"4/5";1600;129000;"benzyna";2000;"";"Polska";"Polska";"manualna"
25400;"PLN";25400;110;81;"Ford";"Focus C-Max";"";"4/5";1600;74000;"olej napedowy (diesel)";2005;"srebrny-metallic";"";"Belgia";"manualna"
6000;"PLN";6000;58;43;"Renault";"Twingo";"";"2/3";1149;129000;"benzyna";2000;"zielony";"";"Niemcy";"manualna"
11500;"PLN";11500;60;44;"Opel";"Corsa";"C";"2/3";1000;64500;"benzyna";2004;"niebieski";"";"Niemcy";"manualna"
16999;"PLN";16999;75;55;"Renault";"Modus";"";"4/5";1200;47000;"benzyna";2004;"niebieski-metallic";"";"Niemcy";"manualna"
25000;"CZK";4277,5;90;66;"Opel";"Tigra";"";"2/3";1389;89000;"benzyna";1996;"czarny";"";"Belgia";"manualna"
17900;"PLN";17900;125;92;"Opel";"Zafira";"A";"4/5";2172;NA;"olej napedowy (diesel)";2003;"";"Polska";"";"manualna"
11900;"PLN";11900;115;85;"Renault";"Scenic";"I";"4/5";1597;165000;"benzyna";2001;"zielony-metallic";"Polska";"Niemcy";"manualna"
2700;"PLN";2700;136;100;"Opel";"Vectra";"B";"4/5";2000;NA;"benzyna";1997;"";"";"";"automatyczna"
22700;"PLN";22700;110;81;"Ford";"C-MAX";"";"4/5";1600;34000;"olej napedowy (diesel)";2005;"granatowy-metallic";"Polska";"";"manualna"
5300;"PLN";5300;NA;NA;"Renault";"Scenic";"I";"4/5";2000;2e+05;"benzyna";2000;"szary-metallic";"";"Niemcy";"automatyczna"
192000;"CZK";32851,2;101;74;"Opel";"Zafira";"";"4/5";1910;157881;"olej napedowy (diesel)";2008;"szary-metallic";"";"";"manualna"
138000;"CZK";23611,8;75;55;"Opel";"Meriva";"";"4/5";1248;61300;"olej napedowy (diesel)";2007;"srebrny-metallic";"";"Wlochy";"manualna"
34900;"PLN";34900;136;100;"Ford";"Focus";"Mk3";"4/5";2000;74000;"olej napedowy (diesel)";2009;"granatowy";"Polska";"Niemcy";"automatyczna"
7700;"PLN";7700;NA;NA;"Renault";"Megane";"I";"4/5";1600;160000;"benzyna";2000;"srebrny-metallic";"Polska";"";"manualna"
4900;"PLN";4900;136;100;"Opel";"Omega";"B";"4/5";1998;220000;"benzyna";1996;"bordowy-metallic";"";"Niemcy";"manualna"
22900;"PLN";22900;100;74;"Opel";"Astra";"III";"4/5";1700;154000;"olej napedowy (diesel)";2007;"srebrny-metallic";"Polska";"Polska";"manualna"
44900;"PLN";44900;140;103;"Ford";"Mondeo";"Mk4";"4/5";2000;74798;"olej napedowy (diesel)";2008;"szary-metallic";"";"";"manualna"
20700;"PLN";20700;115;85;"Renault";"Laguna";"II FL";"4/5";1870;181000;"olej napedowy (diesel)";2006;"";"Polska";"";"manualna"
39500;"PLN";39500;120;88;"Opel";"Zafira";"B";"4/5";1910;NA;"olej napedowy (diesel)";2008;"szary";"";"";"automatyczna"
25900;"PLN";25900;130;96;"Renault";"Scenic";"II";"4/5";1870;159000;"olej napedowy (diesel)";2008;"granatowy-metallic";"";"";"manualna"
15999;"PLN";15999;80;59;"Renault";"Megane";"II";"4/5";1500;NA;"olej napedowy (diesel)";2004;"srebrny-metallic";"Polska";"Polska";"manualna"
12700;"PLN";12700;60;44;"Renault";"Clio";"II";"4/5";1149;115000;"benzyna";2003;"granatowy-metallic";"Polska";"";"manualna"
24900;"PLN";24900;101;74;"Renault";"Clio";"III";"2/3";1149;48900;"benzyna";2008;"niebieski-metallic";"Polska";"Polska";"manualna"
4700;"PLN";4700;60;44;"Ford";"KA";"";"2/3";1300;112000;"benzyna";2005;"czarny-metallic";"Niemcy";"Niemcy";"manualna"
37800;"PLN";37800;120;88;"Opel";"Vectra";"C";"4/5";1910;116000;"olej napedowy (diesel)";2008;"srebrny-metallic";"";"";"manualna"
17900;"PLN";17900;109;80;"Ford";"C-MAX";"";"4/5";1560;167000;"olej napedowy (diesel)";2004;"srebrny-metallic";"";"";"manualna"
52000;"PLN";52000;130;96;"Ford";"Mondeo";"Mk4";"4/5";1997;97000;"olej napedowy (diesel)";2008;"szary-metallic";"Niemcy";"Niemcy";"automatyczna"
8200;"PLN";8200;102;75;"Renault";"Megane";"I";"4/5";1900;199169;"olej napedowy (diesel)";2000;"bordowy-metallic";"Polska";"Polska";"manualna"
19900;"PLN";19900;115;85;"Ford";"Mondeo";"Mk3";"4/5";2000;210000;"olej napedowy (diesel)";2006;"bialy";"Polska";"Holandia";"manualna"
9500;"PLN";9500;NA;NA;"Renault";"Thalia";"";"4/5";1390;139000;"benzyna";2005;"granatowy";"Polska";"";"manualna"
11900;"PLN";11900;68;50;"Ford";"Fiesta";"Mk6";"2/3";1399;117300;"olej napedowy (diesel)";2003;"srebrny-metallic";"";"Luksemburg";"manualna"
8600;"PLN";8600;136;100;"Opel";"Vectra";"B";"4/5";2000;NA;"benzyna+LPG";1996;"fioletowy-metallic";"Polska";"";"manualna"
8900;"PLN";8900;150;110;"Renault";"Megane";"I";"2/3";1998;102000;"benzyna";2000;"granatowy-metallic";"";"Niemcy";"manualna"
13800;"PLN";13800;120;88;"Renault";"Laguna";"II";"4/5";1870;190000;"olej napedowy (diesel)";2002;"";"Polska";"Holandia";"manualna"
24700;"PLN";24700;109;80;"Ford";"C-MAX";"";"4/5";1560;162000;"olej napedowy (diesel)";2004;"srebrny-metallic";"Polska";"";"manualna"
6150;"EUR";27163,32;NA;NA;"Renault";"Grand Scenic";"";"4/5";1900;NA;"olej napedowy (diesel)";2006;"";"";"";"manualna"
21000;"PLN";21000;70;51;"Ford";"Fiesta";"Mk6";"2/3";1299;21000;"benzyna";2007;"czarny-metallic";"";"Belgia";"manualna"
16700;"PLN";16700;120;88;"Renault";"Scenic";"II";"4/5";1900;161000;"olej napedowy (diesel)";2004;"srebrny-metallic";"Belgia";"Belgia";"manualna"
6900;"PLN";6900;NA;NA;"Renault";"Scenic";"I";"4/5";1600;167000;"benzyna";1997;"zielony-metallic";"";"Niemcy";"manualna"
8999;"PLN";8999;100;74;"Opel";"Vectra";"B";"4/5";1995;189900;"olej napedowy (diesel)";2000;"";"Polska";"Niemcy";"manualna"
33400;"PLN";33400;96;71;"Ford";"Fiesta";"";"4/5";1388;53000;"benzyna";2009;"bordowy-metallic";"Belgia";"Belgia";"manualna"
21800;"PLN";21800;90;66;"Opel";"Astra";"II";"4/5";1364;90000;"benzyna+LPG";2008;"granatowy";"Polska";"Polska";"manualna"
8800;"PLN";8800;115;85;"Ford";"Galaxy";"Mk1";"4/5";1998;186000;"benzyna";1998;"fioletowy-metallic";"";"Niemcy";"manualna"
39900;"PLN";39900;115;85;"Ford";"Galaxy";"Mk2";"4/5";1896;146000;"olej napedowy (diesel)";2006;"czarny";"Polska";"Niemcy";"automatyczna"
69000;"CZK";11805,9;107;79;"Renault";"Laguna";"";"4/5";1870;133000;"olej napedowy (diesel)";2001;"zielony-metallic";"";"Francja";"manualna"
24900;"PLN";24900;115;85;"Ford";"Focus";"Mk3";"4/5";1800;NA;"olej napedowy (diesel)";2008;"granatowy";"";"Polska";"manualna"
19950;"PLN";19950;NA;NA;"Renault";"Clio";"III";"4/5";1500;118000;"olej napedowy (diesel)";2009;"bialy";"";"Francja";"manualna"
6900;"PLN";6900;110;81;"Renault";"Megane";"I";"4/5";1600;160000;"benzyna";2001;"srebrny-metallic";"";"Niemcy";"manualna"
16900;"PLN";16900;100;74;"Opel";"Meriva";"";"4/5";1686;NA;"olej napedowy (diesel)";2003;"szary-metallic";"";"";"manualna"
19500;"PLN";19500;86;63;"Renault";"Megane";"II";"4/5";1461;212000;"olej napedowy (diesel)";2006;"bialy";"";"Francja";"manualna"
36700;"PLN";36700;NA;NA;"Ford";"Focus";"Mk2";"4/5";1600;140000;"olej napedowy (diesel)";2008;"";"Polska";"Niemcy";"manualna"
9999;"PLN";9999;122;90;"Renault";"Laguna";"II";"4/5";1783;NA;"benzyna";2002;"srebrny-metallic";"Polska";"Polska";"manualna"
5300;"PLN";5300;122;90;"Opel";"Vectra";"C";"4/5";1800;150000;"benzyna";2002;"srebrny-metallic";"";"Niemcy";"manualna"
1999;"PLN";1999;NA;NA;"Ford";"KA";"";"2/3";1299;NA;"benzyna";1997;"granatowy";"";"";"manualna"
41000;"PLN";41000;86;63;"Opel";"Corsa";"D";"4/5";1229;NA;"benzyna";2011;"";"";"";"manualna"
9900;"PLN";9900;100;74;"Ford";"Focus";"Mk1";"4/5";1753;NA;"olej napedowy (diesel)";2003;"czarny-metallic";"";"Niemcy";"manualna"
21000;"PLN";21000;120;88;"Renault";"Scenic";"II";"4/5";1870;171000;"olej napedowy (diesel)";2003;"bordowy-metallic";"Polska";"Szwajcaria";"manualna"
15900;"PLN";15900;120;88;"Renault";"Megane";"II";"4/5";1870;NA;"olej napedowy (diesel)";2004;"srebrny-metallic";"Polska";"Niemcy";"manualna"
3799;"EUR";16779,4232;100;74;"Opel";"Meriva";"";"4/5";1700;1e+05;"olej napedowy (diesel)";2006;"bialy";"Dania";"Dania";"manualna"
7900;"PLN";7900;90;66;"Renault";"Scenic";"I";"4/5";1598;193000;"benzyna";1998;"czerwony";"Polska";"Niemcy";"manualna"
2600;"PLN";2600;NA;NA;"Ford";"Escort";"Mk7";"4/5";1300;NA;"benzyna";1997;"";"Polska";"";"manualna"
29500;"PLN";29500;NA;NA;"Opel";"Zafira";"B";"";NA;148906;"olej napedowy (diesel)";2006;"";"";"";"manualna"
1100;"PLN";1100;64;47;"Renault";"19";"II";"4/5";NA;3e+05;"olej napedowy (diesel)";1992;"bordowy";"Polska";"Polska";"manualna"
79000;"PLN";79000;260;191;"Ford";"F250";"";"4/5";5400;35000;"benzyna+LPG";2004;"bordowy-metallic";"";"";"automatyczna"
22600;"PLN";22600;75;55;"Renault";"Modus";"";"4/5";1149;61000;"benzyna";2008;"";"Polska";"";"manualna"
14300;"PLN";14300;101;74;"Opel";"Vectra";"B";"4/5";1995;165400;"olej napedowy (diesel)";2000;"srebrny-metallic";"";"Niemcy";"manualna"
19500;"PLN";19500;80;59;"Opel";"Astra";"II";"4/5";1686;117500;"olej napedowy (diesel)";2008;"bialy";"Polska";"Polska";"manualna"
258000;"CZK";44143,8;106;78;"Renault";"Grand Scenic";"";"4/5";NA;146000;"olej napedowy (diesel)";2010;"";"";"Francja";"manualna"
27500;"PLN";27500;101;74;"Opel";"Astra";"III";"4/5";1900;78000;"olej napedowy (diesel)";2007;"srebrny-metallic";"Polska";"Niemcy";"manualna"
17500;"PLN";17500;130;96;"Ford";"Mondeo";"Mk3";"4/5";1998;171000;"olej napedowy (diesel)";2005;"";"Polska";"Polska";"automatyczna"
22900;"PLN";22900;125;92;"Opel";"Astra";"III";"4/5";1800;131000;"benzyna";2004;"czarny-metallic";"";"Niemcy";"manualna"
19900;"PLN";19900;NA;NA;"Opel";"Vectra";"C";"4/5";2000;NA;"olej napedowy (diesel)";2003;"srebrny-metallic";"";"";"manualna"
9800;"PLN";9800;110;81;"Renault";"Megane";"I";"4/5";1600;194000;"benzyna";2003;"zloty-metallic";"Polska";"Polska";"manualna"
16900;"PLN";16900;70;51;"Ford";"Fiesta";"Mk6";"2/3";NA;120000;"olej napedowy (diesel)";2008;"bialy";"";"Francja";"manualna"
25800;"PLN";25800;NA;NA;"Opel";"Vectra";"C";"4/5";NA;89000;"olej napedowy (diesel)";2005;"";"Polska";"Belgia";"automatyczna"
45460;"PLN";45460;100;74;"Renault";"Clio";"III";"4/5";NA;NA;"benzyna";2011;"czarny-metallic";"";"";"manualna"
22999;"PLN";22999;100;74;"Opel";"Astra";"III";"4/5";1686;152950;"olej napedowy (diesel)";2005;"niebieski-metallic";"";"Niemcy";"manualna"
240833;"CZK";41206,5263;101;74;"Ford";"Focus";"";"4/5";1596;49752;"benzyna";2009;"";"";"Czechy";""
114888;"CZK";19657,3368;80;59;"Opel";"Corsa";"";"4/5";1229;110000;"benzyna";2008;"niebieski";"";"Czechy";"manualna"
21490;"PLN";21490;90;66;"Opel";"Astra";"II";"4/5";1364;98000;"benzyna";2007;"";"Polska";"";"manualna"
48900;"PLN";48900;140;103;"Ford";"Mondeo";"Mk4";"4/5";2000;105000;"olej napedowy (diesel)";2009;"szary-metallic";"Polska";"Francja";"automatyczna"
5200;"PLN";5200;101;74;"Opel";"Vectra";"B";"4/5";1600;165000;"benzyna";2000;"granatowy-metallic";"";"Niemcy";"manualna"
26600;"PLN";26600;NA;NA;"Opel";"Vectra";"C";"4/5";1910;153000;"olej napedowy (diesel)";2005;"";"Polska";"Niemcy";"manualna"
60900;"PLN";60900;115;85;"Opel";"Astra";"IV";"4/5";1598;14673;"benzyna";2010;"";"Polska";"";"manualna"
10900;"PLN";10900;NA;NA;"Opel";"Corsa";"C";"2/3";1700;175000;"olej napedowy (diesel)";2002;"srebrny-metallic";"Polska";"Niemcy";"manualna"
24900;"PLN";24900;100;74;"Opel";"Astra";"III";"4/5";1910;188000;"olej napedowy (diesel)";2007;"czerwony";"";"";"manualna"
91000;"CZK";15570,1;131;96;"Ford";"Mondeo";"";"4/5";1998;123000;"olej napedowy (diesel)";2003;"niebieski-metallic";"";"Niemcy";"manualna"
157500;"CZK";26948,25;150;110;"Renault";"Grand Espace";"";"4/5";2188;138123;"olej napedowy (diesel)";2005;"";"";"Belgia";"manualna"
59900;"PLN";59900;140;103;"Ford";"Kuga";"";"4/5";2000;118000;"olej napedowy (diesel)";2009;"czarny-metallic";"";"";""
43000;"PLN";43000;120;88;"Opel";"Vectra";"C";"4/5";1900;158888;"olej napedowy (diesel)";2008;"czarny-metallic";"";"Niemcy";"manualna"
207500;"CZK";35503,25;136;100;"Renault";"Espace";"";"4/5";1998;113263;"benzyna+LPG";2008;"bialy";"";"Niemcy";"manualna"
36900;"PLN";36900;145;107;"Ford";"S-Max";"";"4/5";1999;71000;"benzyna";2006;"srebrny-metallic";"Polska";"";"manualna"
53000;"PLN";53000;156;115;"Ford";"Ranger";"";"4/5";3000;69000;"olej napedowy (diesel)";2008;"pomaralczowy-metallic";"Polska";"";"manualna"
10700;"PLN";10700;165;121;"Renault";"Laguna";"II";"4/5";1983;NA;"benzyna";2003;"granatowy-metallic";"Polska";"Polska";"manualna"
2850;"EUR";12587,88;82;60;"Renault";"Clio";"II";"4/5";1500;180345;"olej napedowy (diesel)";2004;"zielony-metallic";"Niemcy";"Niemcy";"manualna"
13200;"PLN";13200;65;48;"Renault";"Thalia";"";"4/5";1461;100901;"olej napedowy (diesel)";2003;"czerwony";"Polska";"Polska";"manualna"
2650;"EUR";11704,52;69;51;"Ford";"Fiesta";"Mk6";"4/5";1299;91000;"benzyna";2005;"szary-metallic";"Niemcy";"Niemcy";"manualna"
6800;"PLN";6800;115;85;"Ford";"Focus";"Mk1";"4/5";1800;168000;"benzyna";1999;"wilniowy-metallic";"Polska";"Polska";"manualna"
10900;"PLN";10900;170;125;"Ford";"Cougar";"";"2/3";2544;197000;"benzyna+LPG";1999;"srebrny-metallic";"Polska";"Niemcy";"automatyczna"
25200;"PLN";25200;109;80;"Ford";"Focus";"Mk2";"4/5";1560;190000;"olej napedowy (diesel)";2006;"srebrny-metallic";"Polska";"";"manualna"
8900;"PLN";8900;58;43;"Opel";"Corsa";"C";"2/3";973;118000;"benzyna";2001;"niebieski";"Polska";"Niemcy";"manualna"
298000;"CZK";50987,8;140;103;"Ford";"S-Max";"";"4/5";1997;86600;"olej napedowy (diesel)";2008;"srebrny-metallic";"";"Wlochy";"manualna"
12400;"PLN";12400;57;42;"Renault";"Kangoo";"II";"4/5";1461;94000;"olej napedowy (diesel)";2003;"zolty";"Polska";"Niemcy";"manualna"
26748;"PLN";26748;100;74;"Ford";"Focus C-Max";"";"4/5";1596;95000;"benzyna";2007;"niebieski-metallic";"Polska";"Polska";"manualna"
3999;"PLN";3999;130;96;"Opel";"Omega";"B";"4/5";2497;NA;"olej napedowy (diesel)";1995;"bordowy-metallic";"Polska";"Niemcy";"manualna"
5500;"PLN";5500;NA;NA;"Opel";"Corsa";"B";"2/3";1000;139000;"benzyna";1998;"niebieski-metallic";"Polska";"Niemcy";"manualna"
90170;"PLN";90170;140;103;"Ford";"Kuga";"";"4/5";1997;NA;"olej napedowy (diesel)";2011;"";"";"";"manualna"
3800;"PLN";3800;90;66;"Renault";"Megane";"I";"4/5";1598;NA;"benzyna";1997;"zielony-metallic";"Polska";"";"manualna"
14900;"PLN";14900;130;96;"Ford";"Mondeo";"Mk3";"4/5";1998;173500;"olej napedowy (diesel)";2002;"srebrny-metallic";"Polska";"Niemcy";"manualna"
7900;"PLN";7900;90;66;"Ford";"Focus";"Mk1";"4/5";1753;NA;"olej napedowy (diesel)";1999;"niebieski-metallic";"Polska";"Niemcy";"manualna"
5300;"PLN";5300;90;66;"Ford";"Mondeo";"Mk2";"4/5";1753;NA;"olej napedowy (diesel)";2000;"zolty-metallic";"";"Francja";"manualna"
2500;"PLN";2500;NA;NA;"Ford";"Galaxy";"Mk1";"";2300;NA;"";1997;"";"";"";"automatyczna"
14900;"PLN";14900;115;85;"Ford";"Focus";"Mk1";"4/5";1753;155000;"olej napedowy (diesel)";2002;"grafitowy-metallic";"Polska";"Wlochy";"manualna"
10400;"PLN";10400;90;66;"Ford";"Focus";"Mk1";"";1753;176000;"olej napedowy (diesel)";1999;"czarny-metallic";"Polska";"Niemcy";"manualna"
22900;"PLN";22900;120;88;"Renault";"Espace";"IV";"4/5";1870;190000;"olej napedowy (diesel)";2005;"";"Polska";"";"manualna"
18500;"PLN";18500;110;81;"Renault";"Scenic";"II";"4/5";1500;111000;"olej napedowy (diesel)";2004;"wilniowy-metallic";"";"Francja";"manualna"
5999;"PLN";5999;100;74;"Opel";"Frontera";"A";"4/5";2260;180000;"olej napedowy (diesel)";1992;"";"Polska";"Niemcy";"manualna"
17400;"PLN";17400;100;74;"Renault";"Scenic";"II";"4/5";1461;NA;"olej napedowy (diesel)";2004;"";"Polska";"";"manualna"
249000;"CZK";42603,9;110;81;"Opel";"Zafira";"";"4/5";1699;80200;"olej napedowy (diesel)";2009;"szary-metallic";"";"Francja";"manualna"
81900;"PLN";81900;130;96;"Renault";"Scenic";"II";"4/5";1600;NA;"olej napedowy (diesel)";2011;"szary-metallic";"";"";"manualna"
