"Name","Codename","Cores","Socket","Process","Clock","Multi","Voltage","Cache.L1.L2.L3","TDP","Released","Manufacturer","Classification"
"FX-4170","Zambezi","4-Core","AMD Socket AM3+","32 nm","4200 MHz","21.0x","1.4 V","192K / 4096K / 8192K","125W","Feb 2012","AMD","Desktop"
"Athlon II X4 641","Llano","4-Core","AMD Socket FM1","32 nm","2800 MHz","28.0x","1.4125 V","128K / 1024K / 0K","100W","Feb 2012","AMD","Desktop"
"Athlon II X4 638","Llano","4-Core","AMD Socket FM1","32 nm","2700 MHz","27.0x","1.4125 V","128K / 1024K / 0K","65W","Feb 2012","AMD","Desktop"
"A8-3870K","Llano","4-Core","AMD Socket FM1","32 nm","3000 MHz","30.0x","1.4125 V","128K / 1024K / 0K","100W","Dec 2011","AMD","Desktop"
"A6-3670K","Llano","4-Core","AMD Socket FM1","32 nm","2700 MHz","27.0x","1.4125 V","128K / 1024K / 0K","100W","Dec 2011","AMD","Desktop"
"A8-3820","Llano","4-Core","AMD Socket FM1","32 nm","2500 MHz","25.0x","1.4125 V","128K / 1024K / 0K","65W","Dec 2011","AMD","Desktop"
"A6-3620","Llano","4-Core","AMD Socket FM1","32 nm","2200 MHz","22.0x","1.4125 V","128K / 1024K / 0K","65W","Dec 2011","AMD","Desktop"
"A4-3420","Llano","2-Core","AMD Socket FM1","32 nm","2800 MHz","28.0x","1.4125 V","128K / 512K / 0K","65W","Dec 2011","AMD","Desktop"
"Athlon II X4 651K","Llano","4-Core","AMD Socket FM1","32 nm","3000 MHz","30.0x","1.4125 V","128K / 1024K / 0K","100W","Nov 2011","AMD","Desktop"
"Athlon II X4 651","Llano","4-Core","AMD Socket FM1","32 nm","3000 MHz","30.0x","1.4125 V","128K / 1024K / 0K","100W","Nov 2011","AMD","Desktop"
"FX-8150","Zambezi","8-Core","AMD Socket AM3+","32 nm","3600 MHz","18.0x","1.425 V","384K / 8192K / 8192K","125W","Oct 2011","AMD","Desktop"
"FX-8120","Zambezi","8-Core","AMD Socket AM3+","32 nm","3100 MHz","15.5x","1.425 V","384K / 8192K / 8192K","125W","Oct 2011","AMD","Desktop"
"FX-6100","Zambezi","6-Core","AMD Socket AM3+","32 nm","3300 MHz","16.5x","1.425 V","288K / 6144K / 8192K","95W","Oct 2011","AMD","Desktop"
"FX-4100","Zambezi","4-Core","AMD Socket AM3+","32 nm","3600 MHz","18.0x","1.425 V","192K / 4096K / 8192K","95W","Oct 2011","AMD","Desktop"
"FX-8100","Zambezi","8-Core","AMD Socket AM3+","32 nm","2800 MHz","14.0x","1.425 V","384K / 8192K / 8192K","95W","Oct 2011","AMD","Desktop"
"A4-3400","Llano","2-Core","AMD Socket FM1","32 nm","2700 MHz","27.0x","1.4125 V","128K / 512K / 0K","65W","Sep 2011","AMD","Desktop"
"A4-3300","Llano","2-Core","AMD Socket FM1","32 nm","2500 MHz","25.0x","1.4125 V","128K / 512K / 0K","65W","Sep 2011","AMD","Desktop"
"E2-3200","Llano","2-Core","AMD Socket FM1","32 nm","2400 MHz","24.0x","1.4125 V","128K / 512K / 0K","65W","Sep 2011","AMD","Desktop"
"A6-3500","Llano","3-Core","AMD Socket FM1","32 nm","2100 MHz","21.0x","1.4125 V","128K / 1024K / 0K","65W","Aug 2011","AMD","Desktop"
"Athlon II X4 631","Llano","4-Core","AMD Socket FM1","32 nm","2600 MHz","26.0x","1.4125 V","128K / 1024K / 0K","100W","Aug 2011","AMD","Desktop"
"Sempron 130","Sargas","1-Core","AMD Socket AM3","45 nm","2600 MHz","13.0x","1.35 V","128K / 512K / 0K","45W","Aug 2011","AMD","Desktop"
"Phenom II X4 650T","Zosma","4-Core","AMD Socket AM3","45 nm","2700 MHz","13.5x","1.4 V","128K / 512K / 4096K","95W","Jul 2011","AMD","Desktop"
"Athlon II X2 270","Regor","2-Core","AMD Socket AM3","45 nm","3400 MHz","17.0x","1.15 V","128K / 1024K / 0K","65W","Jul 2011","AMD","Desktop"
"A6-3600","Llano","4-Core","AMD Socket FM1","32 nm","2100 MHz","21.0x","1.4125 V","128K / 1024K / 0K","65W","Jun 2011","AMD","Desktop"
"A8-3800","Llano","4-Core","AMD Socket FM1","32 nm","2400 MHz","24.0x","1.4125 V","128K / 1024K / 0K","65W","Jun 2011","AMD","Desktop"
"A8-3850","Llano","4-Core","AMD Socket FM1","32 nm","2900 MHz","29.0x","1.4125 V","128K / 1024K / 0K","100W","Jun 2011","AMD","Desktop"
"A6-3650","Llano","4-Core","AMD Socket FM1","32 nm","2600 MHz","26.0x","1.4125 V","128K / 1024K / 0K","100W","Jun 2011","AMD","Desktop"
"Phenom II X4 850","Propus","4-Core","AMD Socket AM3","45 nm","3300 MHz","16.5x","1.4 V","128K / 512K / 0K","95W","Jun 2011","AMD","Desktop"
"Athlon II X3 460","Rana","3-Core","AMD Socket AM3","45 nm","3400 MHz","17.0x","1.4 V","128K / 512K / 0K","95W","May 2011","AMD","Desktop"
"Athlon II X4 620e","Propus","4-Core","AMD Socket AM3","45 nm","2600 MHz","13.0x","1.25 V","128K / 512K / 0K","45W","May 2011","AMD","Desktop"
"Phenom II X4 980 BE","Deneb","4-Core","AMD Socket AM3","45 nm","3700 MHz","18.5x","1.325 V","128K / 512K / 6144K","125W","May 2011","AMD","Desktop"
"Athlon II X3 425e","Rana","3-Core","AMD Socket AM3","45 nm","2700 MHz","13.5x","1.25 V","128K / 512K / 0K","45W","May 2011","AMD","Desktop"
"Phenom II X4 975 BE","Deneb","4-Core","AMD Socket AM3","45 nm","3600 MHz","18.0x","1.4 V","128K / 512K / 6144K","125W","Jan 2011","AMD","Desktop"
"Phenom II X4 840","Propus","4-Core","AMD Socket AM3","45 nm","3200 MHz","16.0x","1.4 V","128K / 512K / 0K","95W","Jan 2011","AMD","Desktop"
"Athlon II X3 455","Rana","3-Core","AMD Socket AM3","45 nm","3300 MHz","16.5x","1.4 V","128K / 512K / 0K","95W","Dec 2010","AMD","Desktop"
"Sempron 150","Sargas","1-Core","AMD Socket AM3","45 nm","2900 MHz","14.5x","1.35 V","128K / 1024K / 0K","45W","Dec 2010","AMD","Desktop"
"Phenom II X6 1100T BE","Thuban","6-Core","AMD Socket AM3","45 nm","3300 MHz","16.5x","1.475 V","128K / 512K / 6144K","125W","Dec 2010","AMD","Desktop"
"Phenom II X6 1065T","Thuban","6-Core","AMD Socket AM3","45 nm","2900 MHz","14.5x","1.475 V","128K / 512K / 6144K","125W","Dec 2010","AMD","Desktop"
"Phenom II X2 565 BE","Callisto","2-Core","AMD Socket AM3","45 nm","3400 MHz","17.0x","1.4 V","128K / 512K / 6144K","80W","Dec 2010","AMD","Desktop"
"Phenom II X4 970 BE","Zosma","4-Core","AMD Socket AM3","45 nm","3500 MHz","17.5x","1.475 V","128K / 512K / 6144K","125W","Oct 2010","AMD","Desktop"
"Phenom II X3 715 BE","Heka","3-Core","AMD Socket AM2+","45 nm","2800 MHz","14.0x","1.425 V","128K / 512K / 6144K","95W","Oct 2010","AMD","Desktop"
"Athlon II X4 615e","Propus","4-Core","AMD Socket AM3","45 nm","2500 MHz","12.5x","1.25 V","128K / 512K / 0K","45W","Sep 2010","AMD","Desktop"
"Athlon II X4 645","Propus","4-Core","AMD Socket AM3","45 nm","3100 MHz","15.5x","1.4 V","128K / 512K / 0K","95W","Sep 2010","AMD","Desktop"
"Phenom II X6 1075T","Thuban","6-Core","AMD Socket AM3","45 nm","3000 MHz","15.0x","1.475 V","128K / 512K / 6144K","125W","Sep 2010","AMD","Desktop"
"Phenom II X2 560 BE","Callisto","2-Core","AMD Socket AM3","45 nm","3300 MHz","16.5x","1.4 V","128K / 512K / 6144K","80W","Sep 2010","AMD","Desktop"
"Athlon II X2 210e","Regor","2-Core","AMD Socket AM3","45 nm","2600 MHz","13.0x","1.15 V","128K / 512K / 0K","45W","Sep 2010","AMD","Desktop"
"Athlon II X2 220","Regor","2-Core","AMD Socket AM3","45 nm","2800 MHz","14.0x","1.15 V","128K / 512K / 0K","65W","Sep 2010","AMD","Desktop"
"Athlon II X3 450","Rana","3-Core","AMD Socket AM3","45 nm","3200 MHz","16.0x","1.4 V","128K / 512K / 0K","95W","Sep 2010","AMD","Desktop"
"Phenom II X4 970 BE","Deneb","4-Core","AMD Socket AM3","45 nm","3500 MHz","17.5x","1.4 V","128K / 512K / 6144K","125W","Sep 2010","AMD","Desktop"
"Athlon II X2 265","Regor","2-Core","AMD Socket AM3","45 nm","3300 MHz","16.5x","1.15 V","128K / 1024K / 0K","65W","Sep 2010","AMD","Desktop"
"Athlon II X2 270u","Regor","2-Core","AMD Socket AM3","45 nm","2000 MHz","10.0x","1.05 V","128K / 1024K / 0K","25W","Sep 2010","AMD","Desktop"
"Athlon II X2 250e","Regor","2-Core","AMD Socket AM3","45 nm","3000 MHz","15.0x","1.15 V","128K / 1024K / 0K","45W","Sep 2010","AMD","Desktop"
"Athlon II X3 420e","Rana","3-Core","AMD Socket AM3","45 nm","2600 MHz","13.0x","1.25 V","128K / 512K / 0K","45W","Sep 2010","AMD","Desktop"
"Sempron 180","Regor","2-Core","AMD Socket AM3","45 nm","2400 MHz","12.0x","1.35 V","128K / 512K / 0K","45W","Sep 2010","AMD","Desktop"
"Sempron 145","Sargas","1-Core","AMD Socket AM3","45 nm","2800 MHz","14.0x","1.35 V","128K / 1024K / 0K","45W","Sep 2010","AMD","Desktop"
"Phenom II X6 1045T","Thuban","6-Core","AMD Socket AM3","45 nm","2700 MHz","13.5x","1.375 V","128K / 512K / 6144K","95W","Sep 2010","AMD","Desktop"
"Phenom II X4 840T","Zosma","4-Core","AMD Socket AM3","45 nm","2900 MHz","14.5x","1.4 V","128K / 512K / 6144K","95W","Sep 2010","AMD","Desktop"
"Phenom II X4 960T BE","Zosma","4-Core","AMD Socket AM3","45 nm","3000 MHz","15.0x","1.4 V","128K / 512K / 6144K","95W","Jun 2010","AMD","Desktop"
"Athlon II X4 610e","Propus","4-Core","AMD Socket AM3","45 nm","2400 MHz","12.0x","1.25 V","128K / 512K / 0K","45W","May 2010","AMD","Desktop"
"Athlon II X4 640","Propus","4-Core","AMD Socket AM3","45 nm","3000 MHz","15.0x","1.4 V","128K / 512K / 0K","95W","May 2010","AMD","Desktop"
"Athlon II X2 245e","Regor","2-Core","AMD Socket AM3","45 nm","2900 MHz","14.5x","1.15 V","128K / 1024K / 0K","45W","May 2010","AMD","Desktop"
"Athlon II X2 260","Regor","2-Core","AMD Socket AM3","45 nm","3200 MHz","16.0x","1.15 V","128K / 1024K / 0K","65W","May 2010","AMD","Desktop"
"Athlon II X3 415e","Rana","3-Core","AMD Socket AM3","45 nm","2500 MHz","12.5x","1.25 V","128K / 512K / 0K","45W","May 2010","AMD","Desktop"
"Athlon II X3 445","Rana","3-Core","AMD Socket AM3","45 nm","3100 MHz","15.5x","1.4 V","128K / 512K / 0K","95W","May 2010","AMD","Desktop"
"Phenom II X4 B97","Deneb","4-Core","AMD Socket AM3","45 nm","3200 MHz","16.0x","1.425 V","128K / 512K / 6144K","95W","May 2010","AMD","Desktop"
"Phenom II X3 B77","Heka","3-Core","AMD Socket AM3","45 nm","3200 MHz","16.0x","1.425 V","128K / 512K / 6144K","95W","May 2010","AMD","Desktop"
"Phenom II X2 B57","Callisto","2-Core","AMD Socket AM3","45 nm","3200 MHz","16.0x","1.425 V","128K / 512K / 6144K","80W","May 2010","AMD","Desktop"
"Phenom II X2 570 BE","Callisto","2-Core","AMD Socket AM3","45 nm","3500 MHz","17.5x","1.4 V","128K / 512K / 6144K","80W","May 2010","AMD","Desktop"
"Phenom II X6 1055T (95W)","Thuban","6-Core","AMD Socket AM3","45 nm","2800 MHz","14.0x","1.375 V","128K / 512K / 6144K","95W","May 2010","AMD","Desktop"
"Phenom II X6 1090T BE","Thuban","6-Core","AMD Socket AM3","45 nm","3200 MHz","16.0x","1.4 V","128K / 512K / 6144K","125W","Apr 2010","AMD","Desktop"
"Phenom II X6 1055T (125W)","Thuban","6-Core","AMD Socket AM3","45 nm","2800 MHz","14.0x","1.4 V","128K / 512K / 6144K","125W","Apr 2010","AMD","Desktop"
"Phenom II X6 1035T","Thuban","6-Core","AMD Socket AM3","45 nm","2600 MHz","13.0x","1.425 V","128K / 512K / 6144K","95W","Apr 2010","AMD","Desktop"
"Athlon II X4 635","Propus","4-Core","AMD Socket AM3","45 nm","2900 MHz","14.5x","1.425 V","128K / 512K / 0K","95W","Jan 2010","AMD","Desktop"
"Phenom II X4 910e","Deneb","4-Core","AMD Socket AM3","45 nm","2600 MHz","13.0x","1.25 V","128K / 512K / 6144K","65W","Jan 2010","AMD","Desktop"
"Phenom II X2 555 BE","Callisto","2-Core","AMD Socket AM3","45 nm","3200 MHz","16.0x","1.4 V","128K / 512K / 6144K","80W","Jan 2010","AMD","Desktop"
"Athlon II X2 255","Regor","2-Core","AMD Socket AM3","45 nm","3100 MHz","15.5x","1.15 V","128K / 1024K / 0K","65W","Jan 2010","AMD","Desktop"
"Athlon II X3 440","Rana","3-Core","AMD Socket AM3","45 nm","3000 MHz","15.0x","1.425 V","128K / 512K / 0K","95W","Jan 2010","AMD","Desktop"
"Phenom II X3 720","Heka","3-Core","AMD Socket AM3","45 nm","2800 MHz","14.0x","1.425 V","128K / 512K / 6144K","95W","Jan 2010","AMD","Desktop"
"Phenom II X4 965 BE (125W)","Deneb","4-Core","AMD Socket AM3","45 nm","3400 MHz","17.0x","1.4 V","128K / 512K / 6144K","125W","Nov 2009","AMD","Desktop"
"Phenom II X2 550","Callisto","2-Core","AMD Socket AM3","45 nm","3100 MHz","15.5x","1.4 V","128K / 512K / 6144K","80W","Nov 2009","AMD","Desktop"
"Athlon II X4 600e","Propus","4-Core","AMD Socket AM3","45 nm","2200 MHz","11.0x","1.2 V","128K / 512K / 0K","45W","Oct 2009","AMD","Desktop"
"Athlon II X4 605e","Propus","4-Core","AMD Socket AM3","45 nm","2300 MHz","11.5x","1.25 V","128K / 512K / 0K","45W","Oct 2009","AMD","Desktop"
"Athlon II X3 400e","Rana","3-Core","AMD Socket AM3","45 nm","2200 MHz","11.0x","1.25 V","128K / 512K / 0K","45W","Oct 2009","AMD","Desktop"
"Athlon II X3 405e","Rana","3-Core","AMD Socket AM3","45 nm","2300 MHz","11.5x","1.25 V","128K / 512K / 0K","45W","Oct 2009","AMD","Desktop"
"Athlon II X2 250u","Regor","2-Core","AMD Socket AM3","45 nm","1600 MHz","8.0x","1.05 V","128K / 1024K / 0K","25W","Oct 2009","AMD","Desktop"
"Athlon II X2 260u","Regor","2-Core","AMD Socket AM3","45 nm","1800 MHz","9.0x","1.05 V","128K / 1024K / 0K","25W","Oct 2009","AMD","Desktop"
"Athlon II X2 235e","Regor","2-Core","AMD Socket AM3","45 nm","2700 MHz","13.5x","1.15 V","128K / 1024K / 0K","45W","Oct 2009","AMD","Desktop"
"Athlon II X2 240e","Regor","2-Core","AMD Socket AM3","45 nm","2800 MHz","14.0x","1.15 V","128K / 1024K / 0K","45W","Oct 2009","AMD","Desktop"
"Athlon II X2 215","Regor","2-Core","AMD Socket AM3","45 nm","2700 MHz","13.5x","1.15 V","128K / 512K / 0K","65W","Oct 2009","AMD","Desktop"
"Athlon II X3 425","Rana","3-Core","AMD Socket AM3","45 nm","2700 MHz","13.5x","1.425 V","128K / 512K / 0K","95W","Oct 2009","AMD","Desktop"
"Athlon II X3 435","Rana","3-Core","AMD Socket AM3","45 nm","2900 MHz","14.5x","1.425 V","128K / 512K / 0K","95W","Oct 2009","AMD","Desktop"
"Phenom II X4 B93","Deneb","4-Core","AMD Socket AM3","45 nm","2800 MHz","14.0x","1.425 V","128K / 512K / 6144K","95W","Oct 2009","AMD","Desktop"
"Phenom II X4 B95","Deneb","4-Core","AMD Socket AM3","45 nm","3000 MHz","15.0x","1.425 V","128K / 512K / 6144K","95W","Oct 2009","AMD","Desktop"
"Phenom II X3 B73","Heka","3-Core","AMD Socket AM3","45 nm","2800 MHz","14.0x","1.425 V","128K / 512K / 6144K","95W","Oct 2009","AMD","Desktop"
"Phenom II X3 B75","Heka","3-Core","AMD Socket AM3","45 nm","3000 MHz","15.0x","1.425 V","128K / 512K / 6144K","95W","Oct 2009","AMD","Desktop"
"Phenom II X2 B53","Callisto","2-Core","AMD Socket AM3","45 nm","2800 MHz","14.0x","1.425 V","128K / 512K / 6144K","80W","Oct 2009","AMD","Desktop"
"Phenom II X2 B55","Callisto","2-Core","AMD Socket AM3","45 nm","3000 MHz","15.0x","1.425 V","128K / 512K / 6144K","80W","Oct 2009","AMD","Desktop"
"Athlon II X4 620","Propus","4-Core","AMD Socket AM3","45 nm","2600 MHz","13.0x","1.425 V","128K / 512K / 0K","95W","Sep 2009","AMD","Desktop"
"Athlon II X4 630","Propus","4-Core","AMD Socket AM3","45 nm","2800 MHz","14.0x","1.425 V","128K / 512K / 0K","95W","Sep 2009","AMD","Desktop"
"Phenom II X3 740 BE","Heka","3-Core","AMD Socket AM3","45 nm","3000 MHz","15.0x","1.425 V","128K / 512K / 6144K","95W","Sep 2009","AMD","Desktop"
"Phenom II X4 820","Deneb","4-Core","AMD Socket AM3","45 nm","2800 MHz","14.0x","1.425 V","128K / 512K / 4096K","95W","Sep 2009","AMD","Desktop"
"Phenom II X4 830","Deneb","4-Core","AMD Socket AM3","45 nm","2800 MHz","14.0x","1.425 V","128K / 512K / 4096K","95W","Sep 2009","AMD","Desktop"
"Phenom II X4 965 BE (140W)","Deneb","4-Core","AMD Socket AM3","45 nm","3400 MHz","17.0x","1.425 V","128K / 512K / 6144K","140W","Aug 2009","AMD","Desktop"
"Athlon II X2 240","Regor","2-Core","AMD Socket AM3","45 nm","2800 MHz","14.0x","1.25 V","256K / 2048K / 0K","65W","Jul 2009","AMD","Desktop"
"Athlon II X2 245","Regor","2-Core","AMD Socket AM3","45 nm","2900 MHz","14.5x","1.25 V","256K / 2048K / 0K","65W","Jul 2009","AMD","Desktop"
"Sempron 140","Sargas","1-Core","AMD Socket AM3","45 nm","2700 MHz","13.5x","1.35 V","128K / 1024K / 0K","45W","Jul 2009","AMD","Desktop"
"Phenom II X4 945 (95W)","Deneb","4-Core","AMD Socket AM3","45 nm","3000 MHz","15.0x","1.425 V","128K / 512K / 6144K","95W","Jul 2009","AMD","Desktop"
"Athlon II X2 250","Regor","2-Core","AMD Socket AM3","45 nm","3000 MHz","15.0x","1.25 V","256K / 2048K / 0K","65W","Jun 2009","AMD","Desktop"
"Phenom II X3 700e","Heka","3-Core","AMD Socket AM3","45 nm","2400 MHz","12.0x","1.25 V","128K / 512K / 6144K","65W","Jun 2009","AMD","Desktop"
"Phenom II X3 705e","Heka","3-Core","AMD Socket AM3","45 nm","2500 MHz","12.5x","1.25 V","128K / 512K / 6144K","65W","Jun 2009","AMD","Desktop"
"Phenom II X4 900e","Deneb","4-Core","AMD Socket AM3","45 nm","2400 MHz","12.0x","1.25 V","128K / 512K / 6144K","65W","Jun 2009","AMD","Desktop"
"Phenom II X4 905e","Deneb","4-Core","AMD Socket AM3","45 nm","2500 MHz","12.5x","1.25 V","128K / 512K / 6144K","65W","Jun 2009","AMD","Desktop"
"Phenom II X2 545","Callisto","2-Core","AMD Socket AM3","45 nm","3000 MHz","15.0x","1.425 V","128K / 512K / 6144K","80W","Jun 2009","AMD","Desktop"
"Phenom II X2 550 BE","Callisto","2-Core","AMD Socket AM3","45 nm","3100 MHz","15.5x","1.425 V","128K / 512K / 6144K","80W","Jun 2009","AMD","Desktop"
"Phenom II 42 TWKR Black Edition","Deneb","4-Core","AMD Socket AM3","45 nm","2000 MHz","10.0x","1.425 V","128K / 512K / 6144K","125W","Jun 2009","AMD","Desktop"
"Phenom II X4 925","Deneb","4-Core","AMD Socket AM3","45 nm","2800 MHz","14.0x","1.425 V","128K / 512K / 6144K","95W","May 2009","AMD","Desktop"
"Athlon X2 7850 BE","Kuma","2-Core","AMD Socket AM2+","65 nm","2800 MHz","14.0x","1.325 V","128K / 512K / 2048K","95W","Apr 2009","AMD","Desktop"
"Phenom II X4 945 (125W)","Deneb","4-Core","AMD Socket AM3","45 nm","3000 MHz","15.0x","1.5 V","128K / 512K / 6144K","125W","Apr 2009","AMD","Desktop"
"Phenom II X4 955 BE","Deneb","4-Core","AMD Socket AM3","45 nm","3200 MHz","16.0x","1.5 V","128K / 512K / 6144K","125W","Apr 2009","AMD","Desktop"
"Phenom II X4 955 (125W)","Deneb","4-Core","AMD Socket AM3","45 nm","3200 MHz","16.0x","1.4 V","128K / 512K / 6144K","125W","Apr 2009","AMD","Desktop"
"Phenom II X4 955 (95W)","Deneb","4-Core","AMD Socket AM3","45 nm","3200 MHz","16.0x","1.4 V","128K / 512K / 6144K","95W","Apr 2009","AMD","Desktop"
"Phenom II X3 710","Heka","3-Core","AMD Socket AM3","45 nm","2600 MHz","13.0x","1.425 V","128K / 512K / 6144K","95W","Feb 2009","AMD","Desktop"
"Phenom II X3 720 BE","Heka","3-Core","AMD Socket AM3","45 nm","2800 MHz","14.0x","1.425 V","128K / 512K / 6144K","95W","Feb 2009","AMD","Desktop"
"Phenom II X4 805","Deneb","4-Core","AMD Socket AM3","45 nm","2500 MHz","12.5x","1.425 V","128K / 512K / 4096K","95W","Feb 2009","AMD","Desktop"
"Phenom II X4 810","Deneb","4-Core","AMD Socket AM3","45 nm","2600 MHz","13.0x","1.425 V","128K / 512K / 4096K","95W","Feb 2009","AMD","Desktop"
"Phenom II X4 910","Deneb","4-Core","AMD Socket AM3","45 nm","2600 MHz","13.0x","1.425 V","128K / 512K / 6144K","95W","Feb 2009","AMD","Desktop"
"Phenom II X4 920","Deneb","4-Core","AMD Socket AM3","45 nm","2800 MHz","14.0x","1.5 V","128K / 512K / 6144K","125W","Jan 2009","AMD","Desktop"
"Phenom II X4 940 BE","Deneb","4-Core","AMD Socket AM3","45 nm","3000 MHz","15.0x","1.5 V","128K / 512K / 6144K","125W","Jan 2009","AMD","Desktop"
"Athlon 64 2650e","Lima","1-Core","AMD Socket AM2","65 nm","1600 MHz","8.0x","1.35 V","128K / 512K / 0K","15W","Jan 2009","AMD","Desktop"
"Athlon X2 7450","Kuma","2-Core","AMD Socket AM2+","65 nm","2400 MHz","12.0x","1.325 V","128K / 512K / 2048K","95W","Dec 2008","AMD","Desktop"
"Athlon X2 7550","Kuma","2-Core","AMD Socket AM2+","65 nm","2500 MHz","12.5x","1.325 V","128K / 512K / 2048K","95W","Dec 2008","AMD","Desktop"
"Athlon X2 7750 BE","Kuma","2-Core","AMD Socket AM2+","65 nm","2700 MHz","13.5x","1.325 V","128K / 512K / 2048K","95W","Dec 2008","AMD","Desktop"
"Phenom X3 8850","Toliman","3-Core","AMD Socket AM2+","65 nm","2500 MHz","12.5x","1.25 V","128K / 512K / 2048K","95W","Oct 2008","AMD","Desktop"
"Athlon X2 5050e","Brisbane","2-Core","AMD Socket AM2","65 nm","2600 MHz","13.0x","1.15 V","256K / 512K / 0K","45W","Oct 2008","AMD","Desktop"
"Phenom X4 9450e","Agena","4-Core","AMD Socket AM2+","65 nm","2100 MHz","10.5x","1.125 V","128K / 512K / 2048K","65W","Oct 2008","AMD","Desktop"
"Phenom X4 9850 (95W)","Agena","4-Core","AMD Socket AM2+","65 nm","2500 MHz","12.5x","1.25 V","128K / 512K / 2048K","95W","Oct 2008","AMD","Desktop"
"Phenom X4 9950 BE (125W)","Agena","4-Core","AMD Socket AM2+","65 nm","2600 MHz","13.0x","1.3 V","128K / 512K / 2048K","125W","Oct 2008","AMD","Desktop"
"Phenom X3 8750 BE","Toliman","3-Core","AMD Socket AM2+","65 nm","2400 MHz","12.0x","1.25 V","128K / 512K / 2048K","95W","Sep 2008","AMD","Desktop"
"Athlon X2 6500 BE","Kuma","2-Core","AMD Socket AM2+","65 nm","2300 MHz","11.5x","1.25 V","128K / 512K / 2048K","95W","Sep 2008","AMD","Desktop"
"Phenom X3 8250e","Toliman","3-Core","AMD Socket AM2+","65 nm","1900 MHz","9.5x","1.25 V","128K / 512K / 2048K","65W","Sep 2008","AMD","Desktop"
"Phenom X3 8450e","Toliman","3-Core","AMD Socket AM2+","65 nm","2100 MHz","10.5x","1.25 V","128K / 512K / 2048K","65W","Sep 2008","AMD","Desktop"
"Phenom X4 9750B","Agena","4-Core","AMD Socket AM2+","65 nm","2400 MHz","12.0x","1.25 V","128K / 512K / 2048K","95W","Aug 2008","AMD","Desktop"
"Phenom X4 9850B","Agena","4-Core","AMD Socket AM2+","65 nm","2500 MHz","12.5x","1.25 V","128K / 512K / 2048K","95W","Aug 2008","AMD","Desktop"
"Phenom X4 9150e","Agena","4-Core","AMD Socket AM2+","65 nm","1800 MHz","9.0x","1.125 V","128K / 512K / 2048K","65W","Jul 2008","AMD","Desktop"
"Phenom X4 9350e","Agena","4-Core","AMD Socket AM2+","65 nm","2000 MHz","10.0x","1.125 V","128K / 512K / 2048K","65W","Jul 2008","AMD","Desktop"
"Phenom X4 9850 (125W)","Agena","4-Core","AMD Socket AM2+","65 nm","2500 MHz","12.5x","1.3 V","128K / 512K / 2048K","125W","Jul 2008","AMD","Desktop"
"Athlon 64 2000+","Lima","1-Core","AMD Socket AM2","65 nm","1000 MHz","5.0x","0.9 V","128K / 512K / 0K","8W","Jun 2008","AMD","Desktop"
"Athlon 64 LE-1660","Lima","1-Core","AMD Socket AM2","65 nm","2800 MHz","14.0x","1.4 V","128K / 512K / 0K","45W","May 2008","AMD","Desktop"
"Phenom X4 9600B","Agena","4-Core","AMD Socket AM2+","65 nm","2300 MHz","11.5x","1.25 V","128K / 512K / 2048K","95W","Apr 2008","AMD","Desktop"
